username,bonus_template_name,amount_deposited,num_deposits,num_bets,all_stake_total
BETR36885694,WOODS230222_Ajax,20,1,1,1
BETR37763823,WOODS230222_Ajax,20,1,1,1
BETR26899960,WOODS230222_Ajax,20,1,1,1
BETR65366591,WOODS230222_Ajax,11960,276,276,200.04
BETR87455785,WOODS230222_Ajax,6090,126,126,422.25
BETR29744632,WOODS230222_Ajax,1540,176,176,179.4
BETR26226599,WOODS230222_Ajax,20,1,1,1
BETR63739854,WOODS230222_Ajax,841,58,58,58
BETR62977233,WOODS230222_Ajax,2050,123,123,179.4
BETR38683533,WOODS230222_Ajax,1155,63,63,165
BETR52658449,WOODS230222_Ajax,1920,32,32,459.72
BETR38766748,WOODS230222_Ajax,114,6,6,76
BETR46358683,WOODS230222_Ajax,20,1,1,1
BETR26827895,WOODS230222_Ajax,11760,588,588,1024.26
BETR84348233,WOODS230222_Ajax,520,26,26,25
BETR33492581,WOODS230222_Ajax,20,1,1,1
BETR64587485,WOODS230222_Ajax,4950,450,450,2070.7
BETR63688534,WOODS230222_Ajax,20,1,1,1
BETR77777774,WOODS230222_Ajax,40,2,2,20
BETR77898981,WOODS230222_Ajax,60,3,3,8.62
BETR45333735,WOODS230222_Ajax,280,14,14,16
BETR83736550,WOODS230222_Ajax,500,25,25,46.55
BETR35599561,WOODS230222_Ajax,100,5,5,20
BETR43447540,WOODS230222_Ajax,400,4,4,100
BETR28349975,WOODS230222_Ajax,40,2,2,2
BETR65945628,WOODS230222_Ajax,40,2,2,6
BETR87985466,WOODS230222_Ajax,80,4,4,20
BETR52579539,WOODS230222_Ajax,300,4,4,100
BETR39478640,WOODS230222_Ajax,20,1,1,1
BETR27934585,WOODS230222_Ajax,120,6,6,13.9
BETR47468756,WOODS230222_Ajax,260,13,13,16
BETR73394463,WOODS230222_Ajax,201268,9763,9763,1866.67
BETR44352256,WOODS230222_Ajax,13770,810,810,3346.2
BETR37535949,WOODS230222_Ajax,240,12,12,28
BETR57637821,WOODS230222_Ajax,116,6,6,60
BETR96985631,WOODS230222_Ajax,80,4,4,20
BETR25785462,WOODS230222_Ajax,20,1,1,1
BETR94758336,WOODS230222_Ajax,360,16,16,88.5
BETR93393736,WOODS230222_Ajax,20,1,1,1
BETR57422588,WOODS230222_Ajax,810,54,54,90
BETR73267545,WOODS230222_Ajax,40,2,2,20
BETR56983288,WOODS230222_Ajax,40,2,2,20
BETR23889582,WOODS230222_Ajax,110,5,5,22
BETR92567855,WOODS230222_Ajax,20,1,1,1
BETR54437479,WOODS230222_Ajax,20,1,1,1
BETR98375966,WOODS230222_Ajax,20,1,1,1
BETR36958930,WOODS230222_Ajax,5355,238,238,432.96
BETR79596854,WOODS230222_Ajax,200,4,4,50
BETR36546526,WOODS230222_Ajax,40,2,2,5
BETR88534878,WOODS230222_Ajax,20,1,1,1
BETR46793996,WOODS230222_Ajax,1360,68,68,53.6
BETR95297483,WOODS230222_Ajax,350,7,7,52
BETR89498841,WOODS230222_Ajax,340,17,17,22.7
BETR75296352,WOODS230222_Ajax,120,6,6,20
BETR24734485,WOODS230222_Ajax,20,1,1,1
BETR32459523,WOODS230222_Ajax,180,12,12,33
BETR94368986,WOODS230222_Ajax,20,1,1,1
BETR63828725,WOODS230222_Ajax,1140,57,57,36.55
BETR97822935,WOODS230222_Ajax,100,2,2,41
BETR84978454,WOODS230222_Ajax,240,12,12,35
BETR58644477,WOODS230222_Ajax,40,2,2,10
BETR83654977,WOODS230222_Ajax,40,2,2,20
BETR98455859,WOODS230222_Ajax,160,8,8,20.5
BETR39388949,WOODS230222_Ajax,20,1,1,1
BETR55732979,WOODS230222_Ajax,25,1,1,1
BETR42344734,WOODS230222_Ajax,80,4,4,20
BETR83485632,WOODS230222_Ajax,160,8,8,20
BETR26743348,WOODS230222_Ajax,195,10,10,62
BETR64575864,WOODS230222_Ajax,40,2,2,20
BETR72223825,WOODS230222_Ajax,20,1,1,1
BETR77297722,WOODS230222_Ajax,20,1,1,1
BETR99839856,WOODS230222_Ajax,20,1,1,1
BETR23222662,WOODS230222_Ajax,24480,1836,1836,1921.44
BETR39627833,WOODS230222_Ajax,180,9,9,9
BETR64928356,WOODS230222_Ajax,300,15,15,93
BETR94668857,WOODS230222_Ajax,1320,24,24,123.88
BETR76686978,WOODS230222_Ajax,40,2,2,11
BETR22997554,WOODS230222_Ajax,100,5,5,11
BETR27377856,WOODS230222_Ajax,86,6,6,6
BETR73925391,WOODS230222_Ajax,136,6,6,60
BETR32334851,WOODS230222_Ajax,20,1,1,1
BETR93863680,WOODS230222_Ajax,360,18,18,20
BETR89546467,WOODS230222_Ajax,106,6,6,24
BETR39368798,WOODS230222_Ajax,425,17,17,34
BETR73646340,WOODS230222_Ajax,260,13,13,5
BETR35222353,WOODS230222_Ajax,35,2,2,2
BETR43975555,WOODS230222_Ajax,200,16,16,47.5
BETR66394852,WOODS230222_Ajax,120,6,6,1.8
BETR37284298,WOODS230222_Ajax,200,10,10,25
BETR63597881,WOODS230222_Ajax,80,3,3,3
BETR82727887,WOODS230222_Ajax,160,8,8,26
BETR97526468,WOODS230222_Ajax,231,11,11,11
BETR56927237,WOODS230222_Ajax,40,2,2,6
BETR44867972,WOODS230222_Ajax,100,5,5,20
BETR94783956,WOODS230222_Ajax,60060,234,234,754.2
BETR45677952,WOODS230222_Ajax,3750,450,450,481.86
BETR77664883,WOODS230222_Ajax,2060,103,103,209.82
BETR46229655,WOODS230222_Ajax,1314,27,27,138
BETR85628365,WOODS230222_Ajax,6570,365,365,669.5
BETR25989280,WOODS230222_Ajax,320,16,16,29
BETR54335348,WOODS230222_Ajax,20,1,1,1
BETR74834654,WOODS230222_Ajax,20,1,1,1
BETR29466985,WOODS230222_Ajax,34800,203,203,769.09
BETR56623955,WOODS230222_Ajax,9855,1168,1168,1024
BETR49879499,WOODS230222_Ajax,60,3,3,10
BETR53654952,WOODS230222_Ajax,440,22,22,20
BETR77438798,WOODS230222_Ajax,40,2,2,16
BETR23284721,WOODS230222_Ajax,80,4,4,4
BETR25755731,WOODS230222_Ajax,400,20,20,40
BETR99643668,WOODS230222_Ajax,20,1,1,1
BETR56435893,WOODS230222_Ajax,20,1,1,1
BETR27568773,WOODS230222_Ajax,512,16,16,80
BETR35587667,WOODS230222_Ajax,240,12,12,14
BETR25985268,WOODS230222_Ajax,120,6,6,20
BETR49292434,WOODS230222_Ajax,160,8,8,20
BETR78466660,WOODS230222_Ajax,145,10,10,40
BETR83925855,WOODS230222_Ajax,546,42,42,117
BETR49377681,WOODS230222_Ajax,20,1,1,1
BETR95682647,WOODS230222_Ajax,160,8,8,29.25
BETR57767726,WOODS230222_Ajax,20,1,1,1
BETR49692944,WOODS230222_Ajax,200,10,10,6.33
BETR55383287,WOODS230222_Ajax,385,22,22,100
BETR33439630,WOODS230222_Ajax,800,32,32,13
BETR84795723,WOODS230222_Ajax,644,28,28,44.5
BETR72392743,WOODS230222_Ajax,20,1,1,1
BETR42746460,WOODS230222_Ajax,200,4,4,110
BETR87284354,WOODS230222_Ajax,1755,91,91,129.5
BETR64253649,WOODS230222_Ajax,20,1,1,1
BETR79849325,WOODS230222_Ajax,25,2,2,2
BETR56859286,WOODS230222_Ajax,40,2,2,20
BETR89245698,WOODS230222_Ajax,3300,220,220,234.36
BETR52978493,WOODS230222_Ajax,20,1,1,1
BETR27249986,WOODS230222_Ajax,80,4,4,2.5
BETR94274478,WOODS230222_Ajax,40,2,2,2
BETR88953532,WOODS230222_Ajax,50400,1680,1680,6983.76
BETR36586584,WOODS230222_Ajax,1624,80,80,71.7
BETR88969243,WOODS230222_Ajax,2185,95,95,55
BETR64696576,WOODS230222_Ajax,680,34,34,14
BETR49327396,WOODS230222_Ajax,20,1,1,1
BETR36559922,WOODS230222_Ajax,20,1,1,1
BETR25235523,WOODS230222_Ajax,100,5,5,20
BETR77488953,WOODS230222_Ajax,120,6,6,15
BETR29858438,WOODS230222_Ajax,23680,896,896,1503.53
BETR37368288,WOODS230222_Ajax,40,2,2,20
BETR42556847,WOODS230222_Ajax,1600,80,80,19.27
BETR99928970,WOODS230222_Ajax,100,5,5,13
BETR98295783,WOODS230222_Ajax,90,6,6,22
BETR64826492,WOODS230222_Ajax,20,1,1,1
BETR78859943,WOODS230222_Ajax,1100,11,11,130
BETR29937867,WOODS230222_Ajax,20,1,1,1
BETR82536335,WOODS230222_Ajax,142,3,3,3
BETR67973421,WOODS230222_Ajax,60,3,3,38
BETR62725469,WOODS230222_Ajax,60,2,2,2
BETR94499673,WOODS230222_Ajax,160,8,8,18.5
BETR73326471,WOODS230222_Ajax,4704,448,448,707.68
BETR99559389,WOODS230222_Ajax,60,3,3,3
BETR84692671,WOODS230222_Ajax,1080,48,48,64
BETR97959372,WOODS230222_Ajax,120,6,6,20
BETR65635635,WOODS230222_Ajax,20,1,1,1
BETR42875771,WOODS230222_Ajax,20,1,1,1
BETR46832640,WOODS230222_Ajax,260,13,13,25.14
BETR88369531,WOODS230222_Ajax,875,20,20,20
BETR98354893,WOODS230222_Ajax,1020,51,51,60
BETR26728253,WOODS230222_Ajax,20,1,1,1
BETR24749458,WOODS230222_Ajax,1800,18,18,146.55
BETR77954373,WOODS230222_Ajax,2280,48,48,76
BETR36579951,WOODS230222_Ajax,40,2,2,2
BETR64344293,WOODS230222_Ajax,675,45,45,74.9
BETR29655266,WOODS230222_Ajax,92000,460,460,14684.85
BETR37322730,WOODS230222_Ajax,280,14,14,16
BETR83723451,WOODS230222_Ajax,100,5,5,10
BETR45225375,WOODS230222_Ajax,560,28,28,25.58
BETR64762486,WOODS230222_Ajax,240,12,12,20
BETR74537364,WOODS230222_Ajax,600,12,12,130
BETR98243586,WOODS230222_Ajax,20,1,1,1
BETR84999749,WOODS230222_Ajax,49,3,3,3
BETR94335940,WOODS230222_Ajax,120,6,6,3.5
BETR95549247,WOODS230222_Ajax,17700,354,354,1459.34
BETR84534537,WOODS230222_Ajax,160,8,8,20
BETR22857797,WOODS230222_Ajax,40,2,2,20
BETR82545658,WOODS230222_Ajax,70,2,2,2
BETR59984756,WOODS230222_Ajax,20,1,1,1
BETR66653973,WOODS230222_Ajax,1848,112,112,67.44
BETR25732794,WOODS230222_Ajax,250,10,10,25
BETR46956490,WOODS230222_Ajax,20,1,1,1
BETR73738939,WOODS230222_Ajax,20,1,1,1
BETR79432879,WOODS230222_Ajax,20,1,1,1
BETR82487286,WOODS230222_Ajax,90,3,3,3
BETR37552953,WOODS230222_Ajax,750,60,60,50
BETR46898950,WOODS230222_Ajax,160,8,8,41
BETR97732838,WOODS230222_Ajax,40,2,2,20
BETR75764349,WOODS230222_Ajax,25830,1353,1353,1778.7
BETR92875493,WOODS230222_Ajax,307360,1695,1695,140997
BETR55327823,WOODS230222_Ajax,20,1,1,1
BETR23377751,WOODS230222_Ajax,20,1,1,1
BETR36724559,WOODS230222_Ajax,3080,176,176,160
BETR85842952,WOODS230222_Ajax,40,1,1,1
BETR64463567,WOODS230222_Ajax,40,2,2,20
BETR99544866,WOODS230222_Ajax,700,6,6,450
BETR53395886,WOODS230222_Ajax,2220,148,148,140.6
BETR66454761,WOODS230222_Ajax,20,1,1,1
BETR55336764,WOODS230222_Ajax,40,2,2,20
BETR23784658,WOODS230222_Ajax,240,12,12,40
BETR28439751,WOODS230222_Ajax,400,20,20,62
BETR94522388,WOODS230222_Ajax,150,3,3,41
BETR67394332,WOODS230222_Ajax,40,2,2,2
BETR77747265,WOODS230222_Ajax,11200,448,448,437.76
BETR27272755,WOODS230222_Ajax,285,12,12,44
BETR87676388,WOODS230222_Ajax,1940,97,97,76.6
BETR74888275,WOODS230222_Ajax,20,1,1,1
BETR32273853,WOODS230222_Ajax,2200,66,66,477.09
BETR86593549,WOODS230222_Ajax,140,4,4,3.16
BETR96274452,WOODS230222_Ajax,40,2,2,2
BETR78585569,WOODS230222_Ajax,180,12,12,60
BETR67548490,WOODS230222_Ajax,20,1,1,1
BETR63624969,WOODS230222_Ajax,7035,140,140,1728.96
BETR83566355,WOODS230222_Ajax,20,1,1,1
BETR64556863,WOODS230222_Ajax,40,2,2,6
BETR35473359,WOODS230222_Ajax,30,2,2,2
BETR44394348,WOODS230222_Ajax,60,3,3,20
BETR36779993,WOODS230222_Ajax,2988,252,252,515.2
BETR37646577,WOODS230222_Ajax,20,1,1,1
BETR46682580,WOODS230222_Ajax,80,4,4,8.5
BETR82288661,WOODS230222_Ajax,20,1,1,1
BETR49547275,WOODS230222_Ajax,20,1,1,1
BETR77288768,WOODS230222_Ajax,49995,1414,1414,171.92
BETR96523758,WOODS230222_Ajax,20,1,1,1
BETR55646962,WOODS230222_Ajax,90,6,6,22
BETR83679987,WOODS230222_Ajax,20,1,1,1
BETR79437584,WOODS230222_Ajax,60,3,3,6
BETR43675530,WOODS230222_Ajax,40,2,2,20
BETR23338752,WOODS230222_Ajax,40,2,2,20
BETR86846751,WOODS230222_Ajax,20,1,1,1
BETR49847559,WOODS230222_Ajax,180,9,9,20
BETR37432842,WOODS230222_Ajax,60,3,3,20
BETR98996994,WOODS230222_Ajax,1300,13,13,120
BETR26362259,WOODS230222_Ajax,140,7,7,16
BETR23973397,WOODS230222_Ajax,340,17,17,20
BETR44835827,WOODS230222_Ajax,80,4,4,40
BETR94384573,WOODS230222_Ajax,1120,56,56,64.48
BETR32883250,WOODS230222_Ajax,400,4,4,76
BETR98229344,WOODS230222_Ajax,620,31,31,31.3
BETR35682386,WOODS230222_Ajax,20,1,1,1
BETR96895855,WOODS230222_Ajax,50,2,2,21
BETR32728971,WOODS230222_Ajax,340,17,17,24.97
BETR73659487,WOODS230222_Ajax,4692,357,357,504
BETR43768621,WOODS230222_Ajax,120,6,6,42.1
BETR39925472,WOODS230222_Ajax,20,1,1,1
BETR43786281,WOODS230222_Ajax,20,1,1,1
BETR49552385,WOODS230222_Ajax,20,1,1,1
BETR97625796,WOODS230222_Ajax,525,13,13,13
BETR35292684,WOODS230222_Ajax,20,1,1,1
BETR45222381,WOODS230222_Ajax,40,2,2,20
BETR99586842,WOODS230222_Ajax,40,2,2,2
BETR43534875,WOODS230222_Ajax,700,35,35,30
BETR48647358,WOODS230222_Ajax,120,6,6,16
BETR93254396,WOODS230222_Ajax,210,21,21,33
BETR25967547,WODDS112421_1BesiktasAjax,5850,234,234,150
BETR78365635,WODDS112421_1BesiktasAjax,8989.38,558,558,687.96
BETR57382950,WODDS112421_1BesiktasAjax,1440,72,72,200
BETR86983937,WODDS112421_1BesiktasAjax,900,45,45,35
BETR29638665,WODDS112421_1BesiktasAjax,800,20,20,42.23
BETR96636762,WODDS112421_1BesiktasAjax,31500,630,630,13720
BETR55924992,WODDS112421_1BesiktasAjax,93060,3666,3666,4404.53
BETR54632485,WODDS112421_1BesiktasAjax,2250,125,125,493.45
BETR39576377,WODDS112421_1BesiktasAjax,26632.72,1488,1488,2483.76
BETR53264625,WODDS112421_1BesiktasAjax,560,28,28,51.81
BETR38538529,WODDS112421_1BesiktasAjax,3315,204,204,414.6
BETR68662256,WODDS112421_1BesiktasAjax,4860,243,243,495
BETR82866548,WODDS112421_1BesiktasAjax,220,11,11,34
BETR66727391,WODDS112421_1BesiktasAjax,6720,384,384,760.64
BETR43824976,WODDS112421_1BesiktasAjax,240720,714,714,1692.25
BETR69746481,WODDS112421_1BesiktasAjax,105,9,9,37.5
BETR48676549,WODDS112421_1BesiktasAjax,18150,825,825,2720
BETR55856873,WODDS112421_1BesiktasAjax,3104,64,64,255.3
BETR67453794,WODDS112421_1BesiktasAjax,300,12,12,43.97
BETR25647289,WODDS112421_1BesiktasAjax,350,14,14,50
BETR55669930,WODDS112421_1BesiktasAjax,40,2,2,20
BETR96393399,WODDS112421_1BesiktasAjax,24745,1414,1414,4126.64
BETR85547581,WODDS112421_1BesiktasAjax,6240,312,312,866.6
BETR47963985,WODDS112421_1BesiktasAjax,4550,91,91,3175.26
BETR68468247,WODDS112421_1BesiktasAjax,3690,205,205,323
BETR23729949,WODDS112421_1BesiktasAjax,500,25,25,237
BETR35924622,WODDS112421_1BesiktasAjax,21600,624,624,747.5
BETR34455325,WODDS112421_1BesiktasAjax,18550,130,130,1235
BETR87329390,WODDS112421_1BesiktasAjax,2211,165,165,395
BETR39289390,WODDS112421_1BesiktasAjax,280,8,8,18.5
BETR53672925,WODDS112421_1BesiktasAjax,11210,295,295,250
BETR78232760,WODDS112421_1BesiktasAjax,340,17,17,12
BETR34276876,WODDS112421_1BesiktasAjax,840,42,42,50
BETR38593436,WODDS112421_1BesiktasAjax,450,9,9,55
BETR24945676,WODDS112421_1BesiktasAjax,1100,22,22,200
BETR32989495,WODDS112421_1BesiktasAjax,560,14,14,50
BETR98955298,WODDS112421_1BesiktasAjax,80,4,4,10
BETR44825552,WODDS112421_1BesiktasAjax,98175,3927,3927,2415.75
BETR74496876,WODDS112421_1BesiktasAjax,32813,1881,1881,6219
BETR35956838,WODDS112421_1BesiktasAjax,364787.5,3300,3300,52702.44
BETR58466963,WODDS112421_1BesiktasAjax,680,34,34,254
BETR94536330,WODDS112421_1BesiktasAjax,6923,258,258,1747.8
BETR62447583,WODDS112421_1BesiktasAjax,1815,66,66,156
BETR34979395,WODDS112421_1BesiktasAjax,4200,84,84,118
BETR33833230,WODDS112421_1BesiktasAjax,3680,184,184,675.32
BETR29955977,WODDS112421_1BesiktasAjax,53590,2563,2563,3305.5
BETR93556889,WODDS112421_1BesiktasAjax,18640,932,932,394.04
BETR73952366,WODDS112421_1BesiktasAjax,800,32,32,75.5
BETR47842785,WODDS112421_1BesiktasAjax,400,16,16,83.22
BETR74563363,WODDS112421_1BesiktasAjax,2640,132,132,109.89
BETR29226725,WODDS112421_1BesiktasAjax,1520,38,38,100.4
BETR95425275,WODDS112421_1BesiktasAjax,12749,671,671,1012.33
BETR39549791,WODDS112421_1BesiktasAjax,34960,608,608,12571.52
BETR33556580,WODDS112421_1BesiktasAjax,2255,82,82,342.64
BETR28732739,WODDS112421_1BesiktasAjax,920,46,46,32
BETR34894735,WODDS112421_1BesiktasAjax,1855,159,159,166.5
BETR59524723,WODDS112421_1BesiktasAjax,15840,924,924,3002.16
BETR55858952,WODDS112421_1BesiktasAjax,440,22,22,30.5
BETR86483369,WODDS112421_1BesiktasAjax,2035,185,185,310
BETR84267459,WODDS112421_1BesiktasAjax,2700,144,144,297.2
BETR65644682,WODDS112421_1BesiktasAjax,1000,16,16,320
BETR26232989,WODDS112421_1BesiktasAjax,270,18,18,165
BETR56646480,WODDS112421_1BesiktasAjax,6290,222,222,1133.52
BETR34623557,WODDS112421_1BesiktasAjax,736000,480,480,89782.26
BETR65764595,WODDS112421_1BesiktasAjax,775,62,62,127.14
BETR88744451,WODDS112421_1BesiktasAjax,22910,638,638,661.76
BETR23447492,WODDS112421_1BesiktasAjax,1640,82,82,77.4
BETR99976575,WODDS112421_1BesiktasAjax,20,1,1,5
BETR29885434,WODDS112421_1BesiktasAjax,4000,40,40,129.55
BETR34786870,WODDS112421_1BesiktasAjax,2400,96,96,87.44
BETR85682923,WODDS112421_1BesiktasAjax,20,1,1,20
BETR85326391,WODDS112421_1BesiktasAjax,220,11,11,50
BETR83749956,WODDS112421_1BesiktasAjax,696,28,28,70
BETR63824345,WODDS112421_1BesiktasAjax,1580,79,79,65
BETR68332456,WODDS112421_1BesiktasAjax,2140,107,107,383.96
BETR53442924,WODDS112421_1BesiktasAjax,46528,1920,1920,5850
BETR75467691,WODDS112421_1BesiktasAjax,4000,200,200,406.3
BETR97928996,WODDS112421_1BesiktasAjax,10395,792,792,1322
BETR72922896,WODDS112421_1BesiktasAjax,2975,210,210,335.94
BETR83954756,WODDS112421_1BesiktasAjax,280,14,14,60
BETR32723266,WODDS112421_1BesiktasAjax,280,14,14,21.5
BETR85223553,WODDS112421_1BesiktasAjax,10160,144,144,8298
BETR75699733,WODDS112421_1BesiktasAjax,210,21,21,102.36
BETR78698658,WODDS112421_1BesiktasAjax,140,2,2,70
BETR97788330,WODDS112421_1BesiktasAjax,420,21,21,50
BETR49876597,WODDS112421_1BesiktasAjax,21750,195,195,325
BETR55985344,WODDS112421_1BesiktasAjax,470,20,20,80
BETR92633482,WODDS112421_1BesiktasAjax,10800,40,40,1881.9
BETR89932727,WODDS112421_1BesiktasAjax,660,33,33,112.77
BETR74673895,WODDS112421_1BesiktasAjax,246836.6,1700,1700,24809.9
BETR29386238,WODDS112421_1BesiktasAjax,2926,152,152,1306.96
BETR33494226,WODDS112421_1BesiktasAjax,9316,680,680,580
BETR63553245,WODDS112421_1BesiktasAjax,8990,174,174,396
BETR35395347,WODDS112421_1BesiktasAjax,155,3,3,15
BETR96956952,WODDS112421_1BesiktasAjax,420,21,21,112.5
BETR58466932,WODDS112421_1BesiktasAjax,60,3,3,25
BETR88586242,WODDS112421_1BesiktasAjax,100,4,4,20
