username,bonus_template_name,amount_deposited,num_deposits,num_bets,all_stake_total
BETR43829551,WOODS230222_Ajax,80,4,4,4
BETR72444428,WOODS230222_Ajax,20,1,1,1
BETR55584332,WOODS230222_Ajax,360,12,12,16
BETR57557723,WOODS230222_Ajax,40,2,2,20
BETR77649750,WOODS230222_Ajax,20,1,1,1
BETR86789270,WOODS230222_Ajax,580,29,29,50.51
BETR52985866,WOODS230222_Ajax,40,2,2,2
BETR48424898,WOODS230222_Ajax,160,8,8,38.06
BETR74668587,WOODS230222_Ajax,20,1,1,1
BETR74956691,WOODS230222_Ajax,5060,66,66,1836
BETR55837230,WOODS230222_Ajax,175,14,14,32
BETR96397953,WOODS230222_Ajax,539,33,33,102
BETR79835946,WOODS230222_Ajax,20,1,1,1
BETR63674650,WOODS230222_Ajax,20,1,1,1
BETR99977466,WOODS230222_Ajax,350,10,10,138.24
BETR54338585,WOODS230222_Ajax,8280,1104,1104,537.72
BETR98383282,WOODS230222_Ajax,1485,44,44,75.2
BETR98679460,WOODS230222_Ajax,380,3,3,3
BETR34784630,WOODS230222_Ajax,2880,144,144,32.84
BETR89736776,WOODS230222_Ajax,160,8,8,25
BETR65364955,WOODS230222_Ajax,700,21,21,75
BETR62379969,WOODS230222_Ajax,20,1,1,1
BETR88475591,WOODS230222_Ajax,1600,80,80,185
BETR42885251,WOODS230222_Ajax,250,10,10,100
BETR88743560,WOODS230222_Ajax,200,8,8,25
BETR26953556,WOODS230222_Ajax,1067,26,26,26
BETR43573980,WOODS230222_Ajax,20,1,1,1
BETR24522792,WOODS230222_Ajax,160,8,8,40
BETR34242864,WOODS230222_Ajax,2700,20,20,512
BETR73594788,WOODS230222_Ajax,180,9,9,20
BETR22798472,WOODS230222_Ajax,360,18,18,22.5
BETR22386266,WOODS230222_Ajax,240,8,8,28.5
BETR28326457,WOODS230222_Ajax,20,1,1,1
BETR24969672,WOODS230222_Ajax,20,1,1,1
BETR77499799,WOODS230222_Ajax,80,4,4,20
BETR76636751,WOODS230222_Ajax,40,2,2,11
BETR28298471,WOODS230222_Ajax,2880,72,72,661.02
BETR95965474,WOODS230222_Ajax,1540,55,55,75
BETR92368322,WOODS230222_Ajax,20,1,1,1
BETR25446295,WOODS230222_Ajax,190,10,10,25
BETR33782460,WOODS230222_Ajax,60,3,3,20
BETR67777654,WOODS230222_Ajax,10575,630,630,343
BETR76876997,WOODS230222_Ajax,120,12,12,21
BETR64962749,WOODS230222_Ajax,300,6,6,46
BETR82242328,WOODS230222_Ajax,20,1,1,1
BETR48482294,WOODS230222_Ajax,1260,84,84,60
BETR85537544,WOODS230222_Ajax,60,3,3,20
BETR23749848,WOODS230222_Ajax,1008,96,96,848.56
BETR76246493,WOODS230222_Ajax,124,8,8,18
BETR22729322,WOODS230222_Ajax,140,7,7,19
BETR98527853,WOODS230222_Ajax,5320,280,280,602.3
BETR45625328,WOODS230222_Ajax,100,5,5,26.55
BETR39874589,WOODS230222_Ajax,140,7,7,12
BETR98622763,WOODS230222_Ajax,180,12,12,38
BETR92273428,WOODS230222_Ajax,11115,513,513,160.2
BETR83338594,WOODS230222_Ajax,25,1,1,1
BETR25265568,WOODS230222_Ajax,210,6,6,40
BETR34693697,WOODS230222_Ajax,55,2,2,2
BETR48579284,WOODS230222_Ajax,180,9,9,8
BETR39865686,WOODS230222_Ajax,840,42,42,180
BETR52959294,WOODS230222_Ajax,20,1,1,1
BETR87847368,WOODS230222_Ajax,140,7,7,76.82
BETR89284697,WOODS230222_Ajax,100,5,5,20
BETR49799674,WOODS230222_Ajax,505,5,5,100.5
BETR26628652,WOODS230222_Ajax,110,4,4,100
BETR94344485,WOODS230222_Ajax,80,4,4,20
BETR68955679,WOODS230222_Ajax,20,1,1,1
BETR74968960,WOODS230222_Ajax,200,10,10,30.54
BETR29644536,WOODS230222_Ajax,150,3,3,19
BETR52378774,WOODS230222_Ajax,46200,528,528,12217.68
BETR89354666,WOODS230222_Ajax,1020,34,34,55
BETR86349580,WOODS230222_Ajax,2475,198,198,174.56
BETR73528783,WOODS230222_Ajax,40,2,2,20.3
BETR93789690,WOODS230222_Ajax,20,1,1,1
BETR26739464,WOODS230222_Ajax,61880,1768,1768,1051.64
BETR63983547,WOODS230222_Ajax,490,28,28,34.2
BETR88834787,WOODS230222_Ajax,20,1,1,1
BETR22367777,WOODS230222_Ajax,20,1,1,1
BETR88856437,WOODS230222_Ajax,24960,715,715,2662
BETR65874447,WOODS230222_Ajax,560,28,28,28
BETR45334985,WOODS230222_Ajax,80,4,4,20
BETR53399747,WOODS230222_Ajax,40,2,2,2
BETR64876534,WOODS230222_Ajax,420,21,21,17
BETR28248667,WOODS230222_Ajax,1200,24,24,104.24
BETR58235637,WOODS230222_Ajax,4386,136,136,539.96
BETR96399261,WOODS230222_Ajax,40,3,3,3
BETR38758996,WOODS230222_Ajax,140,7,7,29.26
BETR86339697,WOODS230222_Ajax,189,9,9,21
BETR48872323,WOODS230222_Ajax,20,1,1,1
BETR67768744,WOODS230222_Ajax,910,42,42,156
BETR98229269,WOODS230222_Ajax,110,8,8,8
BETR77893665,WOODS230222_Ajax,95,3,3,3
BETR99645334,WOODS230222_Ajax,40,2,2,20
BETR42233298,WOODS230222_Ajax,60,3,3,20
BETR67487928,WOODS230222_Ajax,60,3,3,20
BETR74257668,WOODS230222_Ajax,1330,21,21,371.31
BETR67534721,WOODS230222_Ajax,40,2,2,20
BETR85458993,WOODS230222_Ajax,330,22,22,75.5
BETR72453789,WOODS230222_Ajax,20,1,1,1
BETR37793486,WOODS230222_Ajax,40,2,2,20
BETR79569599,WOODS230222_Ajax,750,60,60,60
BETR88983461,WOODS230222_Ajax,350,21,21,93
BETR65978572,WOODS230222_Ajax,30,3,3,3
BETR92234245,WOODS230222_Ajax,100,5,5,20
BETR55572261,WOODS230222_Ajax,160,8,8,20
BETR72556824,WOODS230222_Ajax,140,7,7,21
BETR57245460,WOODS230222_Ajax,120,6,6,5
BETR98752859,WOODS230222_Ajax,100,5,5,4
BETR86253955,WOODS230222_Ajax,100,5,5,20
BETR57582428,WOODS230222_Ajax,261,24,24,64
BETR85323895,WOODS230222_Ajax,75,3,3,25
BETR88348895,WOODS230222_Ajax,520,26,26,8.05
BETR65289623,WOODS230222_Ajax,22638,490,490,4330.35
BETR92498340,WOODS230222_Ajax,264,18,18,60
BETR48632361,WOODS230222_Ajax,20,1,1,1
BETR64372845,WOODS230222_Ajax,20,1,1,1
BETR66764921,WOODS230222_Ajax,120,6,6,60
BETR55337853,WOODS230222_Ajax,3710,477,477,585
BETR99282935,WOODS230222_Ajax,160,8,8,27.37
BETR45569981,WOODS230222_Ajax,1800,18,18,100
BETR97776764,WOODS230222_Ajax,20,1,1,1
BETR56555249,WOODS230222_Ajax,1530,102,102,54
BETR97934836,WOODS230222_Ajax,310,10,10,31
BETR62997897,WOODS230222_Ajax,280,14,14,10
BETR43895761,WOODS230222_Ajax,560,28,28,120.34
BETR58983279,WOODS230222_Ajax,60,3,3,20
BETR97942862,WOODS230222_Ajax,20,1,1,1
BETR48444827,WOODS230222_Ajax,62,2,2,31
BETR38234971,WOODS230222_Ajax,80,4,4,11
BETR95355756,WOODS230222_Ajax,20,1,1,1
BETR87628288,WOODS230222_Ajax,405,18,18,90
BETR65345671,WOODS230222_Ajax,20,1,1,1
BETR68645679,WOODS230222_Ajax,108070,1605,1605,5047.05
BETR83885487,WOODS230222_Ajax,60,3,3,15
BETR65754626,WOODS230222_Ajax,180,9,9,20
BETR43722630,WOODS230222_Ajax,50,1,1,1
BETR86736236,WOODS230222_Ajax,100,5,5,20
BETR43347697,WOODS230222_Ajax,100,5,5,20
BETR83242846,WOODS230222_Ajax,120,6,6,6
BETR56857442,WOODS230222_Ajax,740,37,37,14
BETR33958490,WOODS230222_Ajax,40,2,2,20
BETR36482770,WOODS230222_Ajax,150,3,3,7
BETR37632747,WOODS230222_Ajax,100,5,5,20
BETR85996389,WOODS230222_Ajax,480,24,24,15
BETR83427939,WOODS230222_Ajax,40,2,2,20
BETR99826986,WOODS230222_Ajax,560,21,21,36
BETR79727784,WOODS230222_Ajax,440,22,22,52.64
BETR95965320,WOODS230222_Ajax,480,24,24,56.45
BETR54994651,WOODS230222_Ajax,80,4,4,80
BETR62628760,WOODS230222_Ajax,330,18,18,12
BETR75446825,WOODS230222_Ajax,20,1,1,1
BETR85889551,WOODS230222_Ajax,20,1,1,1
BETR97494576,WOODS230222_Ajax,2160,144,144,58
BETR48559972,WOODS230222_Ajax,40,2,2,20
BETR47546522,WOODS230222_Ajax,21,1,1,1
BETR73979554,WOODS230222_Ajax,17440,2180,2180,550
BETR44556692,WOODS230222_Ajax,60,3,3,20
BETR74567439,WOODS230222_Ajax,140,7,7,20.01
BETR47648370,WOODS230222_Ajax,140,7,7,20
BETR48876390,WOODS230222_Ajax,858,36,36,120
BETR98356224,WOODS230222_Ajax,1700,20,20,40
BETR73348695,WOODS230222_Ajax,1260,84,84,135
BETR48827750,WOODS230222_Ajax,30,2,2,2
BETR49376769,WOODS230222_Ajax,60,3,3,20
BETR48452648,WOODS230222_Ajax,440,24,24,126.33
BETR27932550,WOODS230222_Ajax,8900,534,534,169.89
BETR53774667,WOODS230222_Ajax,20,1,1,1
BETR83533630,WOODS230222_Ajax,980,49,49,54.5
BETR74765859,WOODS230222_Ajax,20,1,1,1
BETR85555821,WOODS230222_Ajax,475,38,38,77.3
BETR56954899,WOODS230222_Ajax,160,8,8,10
BETR37266553,WOODS230222_Ajax,125,5,5,25
BETR65654599,WOODS230222_Ajax,20,1,1,1
BETR66594559,WOODS230222_Ajax,160,8,8,19.4
BETR63959535,WOODS230222_Ajax,140,7,7,20
BETR94687636,WOODS230222_Ajax,40,2,2,10
BETR88244593,WOODS230222_Ajax,20,1,1,1
BETR85564694,WOODS230222_Ajax,770,33,33,165
BETR85577335,WOODS230222_Ajax,60,3,3,20
BETR78483391,WOODS230222_Ajax,114,6,6,6
BETR33537732,WOODS230222_Ajax,25,2,2,2
BETR28629350,WOODS230222_Ajax,20,1,1,1
BETR37786785,WOODS230222_Ajax,120,6,6,50
BETR57748879,WOODS230222_Ajax,220,11,11,20
BETR48722529,WOODS230222_Ajax,140,7,7,16
BETR52537683,WOODS230222_Ajax,100,5,5,24.5
BETR39697577,WOODS230222_Ajax,7150,91,91,955.85
BETR24298765,WOODS230222_Ajax,1360,68,68,20
BETR64666999,WOODS230222_Ajax,20,1,1,1
BETR72248552,WOODS230222_Ajax,23716,1210,1210,3868.9
BETR82745621,WOODS230222_Ajax,80,4,4,11
BETR86986570,WOODS230222_Ajax,20,1,1,1
BETR53987722,WOODS230222_Ajax,4050,108,108,286.76
BETR76649638,WOODS230222_Ajax,60,3,3,11
BETR97587223,WOODS230222_Ajax,480,24,24,40.53
BETR38336545,WOODS230222_Ajax,40,2,2,20
BETR76768742,WOODS230222_Ajax,22578,530,530,653.7
BETR22374331,WOODS230222_Ajax,720,36,36,17
BETR57583364,WOODS230222_Ajax,20,1,1,1
BETR42295289,WOODS230222_Ajax,160,8,8,3
BETR85498838,WOODS230222_Ajax,40,2,2,20
BETR39899681,WOODS230222_Ajax,40,3,3,3
BETR47622899,WOODS230222_Ajax,300,15,15,30
BETR35379965,WOODS230222_Ajax,20,1,1,1
BETR37256684,WOODS230222_Ajax,1160,58,58,196.25
BETR85884884,WOODS230222_Ajax,40,2,2,20
BETR82473647,WOODS230222_Ajax,20,1,1,1
BETR58464365,WOODS230222_Ajax,980,49,49,584.56
BETR89844471,WOODS230222_Ajax,570,40,40,156
BETR77642638,WOODS230222_Ajax,300,20,20,40
BETR96773696,WOODS230222_Ajax,40,2,2,20
BETR82843792,WOODS230222_Ajax,40,2,2,20
BETR63976587,WOODS230222_Ajax,2320,128,128,387.44
BETR22642478,WOODS230222_Ajax,20,1,1,1
BETR98469825,WOODS230222_Ajax,4000,200,200,396.08
BETR53766952,WOODS230222_Ajax,600,30,30,70
BETR72835370,WOODS230222_Ajax,1400,160,160,180
BETR77272569,WOODS230222_Ajax,1955,10,10,782
BETR32389424,WOODS230222_Ajax,120,6,6,20
BETR78826587,WOODS230222_Ajax,4050,225,225,188
BETR77444454,WOODS230222_Ajax,160,8,8,20
BETR77937628,WOODS230222_Ajax,60,3,3,3
BETR34937265,WOODS230222_Ajax,700,7,7,13
BETR55783360,WOODS230222_Ajax,20,1,1,1
BETR46497771,WOODS230222_Ajax,480,24,24,125.22
BETR44924491,WOODS230222_Ajax,200,8,8,12
BETR38937858,WOODS230222_Ajax,60,3,3,20
BETR89392248,WOODS230222_Ajax,20,1,1,1
BETR82769290,WOODS230222_Ajax,100,5,5,5
BETR47522656,WOODS230222_Ajax,20,1,1,1
BETR72254522,WOODS230222_Ajax,20,1,1,1
BETR94779652,WOODS230222_Ajax,175,14,14,86.1
BETR93329438,WOODS230222_Ajax,20,1,1,1
BETR33962763,WOODS230222_Ajax,30,2,2,2
BETR73929658,WOODS230222_Ajax,80,4,4,6
BETR83249661,WOODS230222_Ajax,20,1,1,1
BETR89725633,WOODS230222_Ajax,60,3,3,18
BETR96354659,WOODS230222_Ajax,20,1,1,1
BETR35232543,WOODS230222_Ajax,180,9,9,20
BETR35879953,WOODS230222_Ajax,39,2,2,2
BETR72764380,WOODS230222_Ajax,45,2,2,2
BETR95388648,WOODS230222_Ajax,40,2,2,6
BETR52746535,WOODS230222_Ajax,20,1,1,1
BETR85464222,WOODS230222_Ajax,55,2,2,2
BETR42583478,WOODS230222_Ajax,16848,780,780,1358.25
BETR93668759,WOODS230222_Ajax,1140,114,114,75
BETR59822577,WOODS230222_Ajax,740,37,37,60
BETR56262369,WOODS230222_Ajax,22,1,1,1
BETR62725841,WOODS230222_Ajax,280,14,14,39.1
BETR54976824,WOODS230222_Ajax,20,1,1,1
BETR65599395,WOODS230222_Ajax,240,16,16,30
BETR72297833,WOODS230222_Ajax,20,1,1,1
BETR56685328,WOODS230222_Ajax,120,6,6,11
BETR82227745,WOODS230222_Ajax,240,12,12,22.95
BETR64844731,WOODS230222_Ajax,360,18,18,32.52
BETR53425880,WOODS230222_Ajax,240,12,12,20
BETR39752924,WOODS230222_Ajax,80,4,4,20
BETR35937677,WOODS230222_Ajax,4340,112,112,320
BETR49878843,WOODS230222_Ajax,60,3,3,19.05
BETR44528453,WOODS230222_Ajax,1440,112,112,42.49
BETR46894242,WOODS230222_Ajax,280,12,12,126
BETR55873863,WOODS230222_Ajax,20,1,1,1
BETR95265659,WOODS230222_Ajax,80,4,4,3
BETR74927974,WOODS230222_Ajax,60,3,3,20
BETR95726877,WOODS230222_Ajax,30,2,2,2
BETR64747339,WOODS230222_Ajax,1740,116,116,100
BETR58694366,WOODS230222_Ajax,880,44,44,162.04
BETR33652688,WOODS230222_Ajax,385,22,22,36.22
BETR62286731,WOODS230222_Ajax,1800,60,60,120
BETR32846934,WOODS230222_Ajax,40,2,2,20
BETR44269967,WOODS230222_Ajax,60,3,3,6
BETR43628253,WOODS230222_Ajax,180,9,9,60
BETR27785477,WOODS230222_Ajax,20,1,1,1
BETR38759290,WOODS230222_Ajax,120,6,6,20
BETR94769684,WOODS230222_Ajax,40,2,2,20
BETR86495935,WOODS230222_Ajax,495,33,33,186.6
BETR67668426,WOODS230222_Ajax,20,1,1,1
BETR88582596,WOODS230222_Ajax,30,1,1,1
BETR25678696,WOODS230222_Ajax,100,8,8,24
BETR47525855,WOODS230222_Ajax,150,10,10,32
BETR37838835,WOODS230222_Ajax,19740,1316,1316,999.76
BETR83546883,WOODS230222_Ajax,40,2,2,2
BETR66286232,WOODS230222_Ajax,1360,68,68,141.54
BETR96775751,WOODS230222_Ajax,1500,30,30,36
BETR33447857,WOODS230222_Ajax,100,5,5,20
BETR52365927,WOODS230222_Ajax,8970,286,286,4103.44
BETR58575252,WOODS230222_Ajax,63,3,3,21
BETR46522435,WOODS230222_Ajax,1190,68,68,441.32
BETR46344426,WOODS230222_Ajax,1350,90,90,61.42
BETR74567736,WOODS230222_Ajax,109,11,11,11
BETR84664562,WOODS230222_Ajax,20,1,1,1
BETR48948493,WOODS230222_Ajax,680,34,34,29.75
BETR45283696,WOODS230222_Ajax,440,22,22,22
BETR96998228,WOODS230222_Ajax,20,1,1,1
BETR39552722,WOODS230222_Ajax,1048110,14322,14322,47387.78
BETR22822894,WOODS230222_Ajax,465,15,15,25
BETR72622482,WOODS230222_Ajax,120,8,8,14
BETR34974253,WOODS230222_Ajax,20,1,1,1
BETR59727780,WOODS230222_Ajax,60,3,3,6
BETR89427797,WOODS230222_Ajax,480,24,24,43
BETR33938843,WOODS230222_Ajax,20,1,1,1
BETR54934961,WOODS230222_Ajax,11680,584,584,135
BETR77774483,WOODS230222_Ajax,1720,86,86,72.4
BETR85923583,WOODS230222_Ajax,560,28,28,80
BETR99398445,WOODS230222_Ajax,17100,950,950,4156
BETR86538359,WOODS230222_Ajax,50,1,1,1
BETR85469777,WOODS230222_Ajax,100,5,5,31
BETR43544737,WOODS230222_Ajax,120,6,6,15.98
BETR64696330,WOODS230222_Ajax,20,1,1,1
BETR82288852,WOODS230222_Ajax,1080,54,54,103.96
BETR87824840,WOODS230222_Ajax,2340,180,180,325
BETR69566775,WOODS230222_Ajax,280,14,14,15
BETR68553387,WOODS230222_Ajax,180,9,9,8.67
BETR78524643,WOODS230222_Ajax,100,5,5,16
BETR96936367,WOODS230222_Ajax,20,1,1,1
BETR96999621,WOODS230222_Ajax,420,21,21,20
BETR53369924,WOODS230222_Ajax,40,2,2,2
BETR45336958,WOODS230222_Ajax,100,5,5,3
BETR58962427,WOODS230222_Ajax,11400,400,400,14438.9
BETR37496486,WOODS230222_Ajax,750,30,30,80
BETR42557981,WOODS230222_Ajax,80,4,4,11
BETR46458345,WOODS230222_Ajax,720,36,36,36.91
BETR36936938,WOODS230222_Ajax,260,13,13,20
BETR34556657,WOODS230222_Ajax,20,1,1,1
BETR47752381,WOODS230222_Ajax,80,4,4,11
BETR82458484,WOODS230222_Ajax,60,3,3,20
BETR54853699,WOODS230222_Ajax,40,2,2,20
BETR39926547,WOODS230222_Ajax,200,10,10,20
BETR85648462,WOODS230222_Ajax,1260,72,72,71.64
BETR44599620,WOODS230222_Ajax,120,6,6,20
BETR93597370,WOODS230222_Ajax,18810,1197,1197,598.5
BETR85247580,WOODS230222_Ajax,440,22,22,61.8
BETR63476865,WOODS230222_Ajax,900,36,36,120
BETR63792859,WOODS230222_Ajax,20,1,1,1
BETR83799579,WOODS230222_Ajax,700,35,35,47.3
BETR35335374,WOODS230222_Ajax,20,1,1,1
BETR33636725,WOODS230222_Ajax,40,2,2,20
BETR67659868,WOODS230222_Ajax,4320,144,144,348
BETR66443567,WOODS230222_Ajax,340,17,17,30
BETR69859280,WOODS230222_Ajax,25,2,2,2
BETR83363244,WOODS230222_Ajax,40,3,3,3
BETR53928763,WOODS230222_Ajax,3927,264,264,689.6
BETR36968540,WOODS230222_Ajax,100,5,5,20
BETR25528250,WOODS230222_Ajax,40,2,2,2
BETR26273586,WOODS230222_Ajax,560,48,48,134.73
BETR88424674,WOODS230222_Ajax,380,19,19,13.6
BETR98276423,WOODS230222_Ajax,681645,1218,1218,15573.04
BETR42474646,WOODS230222_Ajax,25,2,2,2
BETR62985733,WOODS230222_Ajax,31000,155,155,326
BETR97593972,WOODS230222_Ajax,40,3,3,3
BETR26896327,WOODS230222_Ajax,150,12,12,12
BETR72257585,WOODS230222_Ajax,1110,74,74,90
BETR77582491,WOODS230222_Ajax,732,24,24,223.3
BETR39449992,WOODS230222_Ajax,20,1,1,1
BETR86866421,WOODS230222_Ajax,20,1,1,1
BETR53945272,WOODS230222_Ajax,4235,539,539,490
BETR97738687,WOODS230222_Ajax,40,2,2,20
BETR99393266,WOODS230222_Ajax,60,3,3,20
BETR48888836,WOODS230222_Ajax,980,49,49,32.7
BETR69787361,WOODS230222_Ajax,40,2,2,20
BETR29992323,WOODS230222_Ajax,20,1,1,1
BETR66664559,WOODS230222_Ajax,20,1,1,1
BETR28775446,WOODS230222_Ajax,120,3,3,40
BETR28763894,WOODS230222_Ajax,1464,60,60,233.45
BETR56989839,WOODS230222_Ajax,20,1,1,1
BETR24575873,WOODS230222_Ajax,20,1,1,1
BETR57997239,WOODS230222_Ajax,1820,52,52,115
BETR48585278,WOODS230222_Ajax,300,15,15,20
BETR64634561,WOODS230222_Ajax,240,12,12,15
BETR85747356,WOODS230222_Ajax,70,6,6,6
BETR78644990,WOODS230222_Ajax,750,50,50,38.2
BETR92354240,WOODS230222_Ajax,70,2,2,2
BETR62944983,WOODS230222_Ajax,460,23,23,30
BETR43882471,WOODS230222_Ajax,40,2,2,20
BETR34333777,WOODS230222_Ajax,160,8,8,37
BETR48732498,WOODS230222_Ajax,256,16,16,40
BETR84574465,WOODS230222_Ajax,180,9,9,20
BETR66524891,WOODS230222_Ajax,20,1,1,1
BETR38242952,WOODS230222_Ajax,400,20,20,15
BETR33969670,WOODS230222_Ajax,561,33,33,60
BETR47483766,WOODS230222_Ajax,62,3,3,3
BETR74783563,WOODS230222_Ajax,60,3,3,20
BETR93784923,WOODS230222_Ajax,60,3,3,20
BETR46243880,WOODS230222_Ajax,5400,864,864,780
BETR89427377,WOODS230222_Ajax,400,8,8,102
BETR32638584,WOODS230222_Ajax,1000,80,80,146.78
BETR95653951,WOODS230222_Ajax,1040,40,40,272.5
BETR69926449,WOODS230222_Ajax,420,20,20,20.5
BETR52844798,WOODS230222_Ajax,60,3,3,20
BETR73876648,WOODS230222_Ajax,12825,855,855,1341.54
BETR52874672,WOODS230222_Ajax,3290,141,141,279
BETR34459590,WOODS230222_Ajax,180,9,9,5
BETR23969529,WOODS230222_Ajax,180,6,6,20
BETR97495269,WOODS230222_Ajax,210,14,14,40
BETR56483795,WOODS230222_Ajax,640,32,32,46.63
BETR72437239,WOODS230222_Ajax,80,4,4,20
BETR38593665,WOODS230222_Ajax,20,1,1,1
BETR95758397,WOODS230222_Ajax,30,2,2,2
BETR84867628,WOODS230222_Ajax,220,11,11,20
BETR46553736,WOODS230222_Ajax,140,7,7,20
BETR46667891,WOODS230222_Ajax,180,9,9,5
BETR62689822,WOODS230222_Ajax,15477,737,737,3964.62
BETR56278926,WOODS230222_Ajax,4650,310,310,325
BETR43884895,WOODS230222_Ajax,495,36,36,64
BETR37997990,WOODS230222_Ajax,440,22,22,20
BETR89795551,WOODS230222_Ajax,20,1,1,1
BETR65463924,WOODS230222_Ajax,120,6,6,22
BETR54572972,WOODS230222_Ajax,60,3,3,5
BETR68383366,WOODS230222_Ajax,90,3,3,16
BETR49524788,WOODS230222_Ajax,100,5,5,5
BETR34267263,WOODS230222_Ajax,40,2,2,20
BETR78329873,WOODS230222_Ajax,6138,279,279,484.2
BETR97947584,WOODS230222_Ajax,240,16,16,44
BETR39969582,WOODS230222_Ajax,220,11,11,20
BETR82959486,WOODS230222_Ajax,20,1,1,1
BETR23649520,WOODS230222_Ajax,20,1,1,1
BETR46724891,WOODS230222_Ajax,540,27,27,35.58
BETR32645285,WOODS230222_Ajax,1122,55,55,173.2
BETR66825646,WOODS230222_Ajax,60,3,3,11
BETR76569356,WOODS230222_Ajax,40,2,2,20
BETR89658672,WOODS230222_Ajax,3030,78,78,78
BETR98364694,WOODS230222_Ajax,20,1,1,1
BETR98724948,WOODS230222_Ajax,20,1,1,1
BETR53672574,WOODS230222_Ajax,140,7,7,39
BETR98875428,WOODS230222_Ajax,120,6,6,4
BETR46278639,WOODS230222_Ajax,140,7,7,16.47
BETR76446398,WOODS230222_Ajax,420,21,21,34.53
BETR38874283,WOODS230222_Ajax,320,16,16,56.4
BETR59954766,WOODS230222_Ajax,50,2,2,2
BETR97425358,WOODS230222_Ajax,120,6,6,9
BETR65525691,WOODS230222_Ajax,19380,1482,1482,2593.5
BETR84697799,WOODS230222_Ajax,13200,480,480,1713.12
BETR58542544,WOODS230222_Ajax,150,12,12,50
BETR56948362,WOODS230222_Ajax,460,23,23,23.66
BETR83324542,WOODS230222_Ajax,20,1,1,1
BETR46353879,WOODS230222_Ajax,20,1,1,1
BETR95976951,WOODS230222_Ajax,40,2,2,20
BETR88896341,WOODS230222_Ajax,20,1,1,1
BETR44852237,WOODS230222_Ajax,240,12,12,14
BETR55258684,WOODS230222_Ajax,40,2,2,20
BETR37775857,WOODS230222_Ajax,80,4,4,20
BETR96834557,WOODS230222_Ajax,320,16,16,22
BETR57257883,WOODS230222_Ajax,2616,96,96,1101.44
BETR83726247,WOODS230222_Ajax,40,2,2,20
BETR76463883,WOODS230222_Ajax,20,1,1,1
BETR85574228,WOODS230222_Ajax,20,1,1,1
BETR56927848,WOODS230222_Ajax,220,11,11,36.5
BETR23866941,WOODS230222_Ajax,20,1,1,1
BETR33682722,WOODS230222_Ajax,20,1,1,1
BETR74467647,WOODS230222_Ajax,13280,747,747,256.23
BETR34487333,WOODS230222_Ajax,80,4,4,20
BETR22848368,WOODS230222_Ajax,3220,161,161,276.17
BETR59663644,WOODS230222_Ajax,25560,568,568,3372.92
BETR22855731,WOODS230222_Ajax,200,3,3,3
BETR67689223,WOODS230222_Ajax,20,1,1,1
BETR23847537,WOODS230222_Ajax,2200,15,15,2205
BETR59533244,WOODS230222_Ajax,180,9,9,10
BETR77692992,WOODS230222_Ajax,1580,79,79,107.56
BETR33478271,WOODS230222_Ajax,23775,2536,2536,615.28
BETR59634354,WOODS230222_Ajax,95875,767,767,137.2
BETR26375952,WOODS230222_Ajax,100,5,5,10
BETR76469656,WOODS230222_Ajax,50,4,4,4
BETR27554653,WOODS230222_Ajax,900,18,18,18
BETR55934571,WOODS230222_Ajax,3200,240,240,199.53
BETR96838999,WOODS230222_Ajax,30,1,1,1
BETR27423324,WOODS230222_Ajax,40,2,2,20
BETR73466429,WOODS230222_Ajax,20,1,1,1
BETR64989395,WOODS230222_Ajax,360,18,18,30
BETR95488744,WOODS230222_Ajax,26,1,1,1
BETR23473941,WOODS230222_Ajax,850,51,51,362.55
BETR75457999,WOODS230222_Ajax,20,1,1,1
BETR63575841,WOODS230222_Ajax,100,5,5,27
BETR27862444,WOODS230222_Ajax,360,18,18,21
BETR27992455,WOODS230222_Ajax,20,1,1,1
BETR33694589,WOODS230222_Ajax,1320,66,66,14
BETR55253962,WOODS230222_Ajax,80,4,4,20
BETR46978225,WOODS230222_Ajax,39,2,2,2
BETR56325569,WOODS230222_Ajax,260,13,13,3.08
BETR62974324,WOODS230222_Ajax,810,6,6,6
BETR93482874,WOODS230222_Ajax,95,7,7,7
BETR82432484,WOODS230222_Ajax,100,1,1,1
BETR99252563,WOODS230222_Ajax,40,2,2,2
BETR82632785,WOODS230222_Ajax,80,4,4,20
BETR85267625,WOODS230222_Ajax,960,64,64,85.18
BETR99979682,WOODS230222_Ajax,20,1,1,1
BETR54939973,WOODS230222_Ajax,10400,480,480,102.6
BETR37387241,WOODS230222_Ajax,2892,114,114,418
BETR95423639,WOODS230222_Ajax,520,26,26,63
BETR59548996,WOODS230222_Ajax,480,48,48,90
BETR83443649,WOODS230222_Ajax,160,8,8,53.62
BETR95828458,WOODS230222_Ajax,420,24,24,80
BETR26338445,WOODS230222_Ajax,820,32,32,200
BETR38492364,WOODS230222_Ajax,620,31,31,20
BETR82434679,WOODS230222_Ajax,750,15,15,84
BETR74845988,WOODS230222_Ajax,60,3,3,20
BETR68826337,WOODS230222_Ajax,1705,124,124,201.6
BETR79276695,WOODS230222_Ajax,55,8,8,8
BETR88825945,WOODS230222_Ajax,160,8,8,40
BETR79977868,WOODS230222_Ajax,60,3,3,11.5
BETR87777658,WOODS230222_Ajax,31460,1573,1573,260
BETR59467341,WOODS230222_Ajax,275,11,11,38.3
BETR67863265,WOODS230222_Ajax,2170,93,93,210
BETR76287595,WOODS230222_Ajax,20,1,1,1
